ime,ulica,mesto,posta,regija,koordinate,center,dolzina,trajanje,pot
AVTOMEHANIK STANKO KERIN S.P.,Gržeča vas 9,Gržeča vas,8273 Leskovec pri Krškem,SPODNJEPOSAVSKA,45.9059938;15.44278865,0,100.14,53,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;2.35--A1:A2;8.24--A2;82.84--DRNOVO;0.38--PRIKLJUČEK DRNOVO;0.63--DRNOVO;0.51--MALI PODLOG;0.09--VELIKI PODLOG;0.27--DRNOVO;0.58--VELIKI PODLOG;0.14--DRNOVO;0.04--VELIKI PODLOG;0.03--DRNOVO;0.08--VELIKI PODLOG;0.01--JELŠE;0.1--VELIKI PODLOG;0.1--JELŠE;0.08--VELIKI PODLOG;1.44--GRŽEČA VAS;0.47
"AVTOSERVIS DERENDA, AVTOKLEPARSTVO, AVTOLIČARSTVO IN AVTOVLEKA D.O.O.",Gornji Lenart 17,Gornji Lenart,8250 Brežice,SPODNJEPOSAVSKA,45.93238846;15.57180856,0,113.74,61,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;2.35--A1:A2;8.24--A2;94.78--BREŽICE;0.13--ČATEŽ OB SAVI;0.76--BREŽICE;0.79--CESTA SVOBODE;2.3--CESTA BRATOV MILAVCEV;0.36--CESTA BRATOV CERJAKOV;0.81--GORNJI LENART;1.43
CEKIN D.O.O.,Cesta krških žrtev 132 B,Krško,8270 Krško,SPODNJEPOSAVSKA,45.94198481;15.48505702,0,99.75,52,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;2.35--A1:A2;8.24--A2;82.84--DRNOVO;0.38--PRIKLJUČEK DRNOVO;0.63--DRNOVO;0.07--VELIKA VAS PRI KRŠKEM;1.14--LESKOVEC PRI KRŠKEM;1.26--ULICA 11. NOVEMBRA;0.25--CESTA KRŠKIH ŽRTEV;0.81
"HOTKO VULKANIZERSTVO, AVTOPRALNICA IN TRGOVINA D.O.O.",Globoko 63,Globoko,8254 Globoko,SPODNJEPOSAVSKA,45.95525276;15.63808157,0,118.09,64,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;2.35--A1:A2;8.24--A2;94.78--BREŽICE;0.13--ČATEŽ OB SAVI;0.76--BREŽICE;0.79--CESTA SVOBODE;0.68--BIZELJSKA CESTA;1.33--BUKOŠEK;1.29--SELA PRI DOBOVI;2.43--BUKOŠEK;0.02--SELA PRI DOBOVI;0.77--ŽUPELEVEC;0.01--BUKOŠEK;0.51--BOJSNO;0.01--BUKOŠEK;0.07--GLOBOKO;2.14
"METELKO, VZDRŽEVANJE IN POPRAVILA VOZIL, D.O.O.",Planinska cesta 8,Sevnica,8290 Sevnica,SPODNJEPOSAVSKA,46.01321975;15.29888293,0,87.21,63,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;2.35--A1:A2;8.24--A2;36.86--TREBNJE - ZAHOD;0.19--PRIKLJUČEK TREBNJE - ZAHOD;0.39--BREZA;0.64--ŠTEFAN PRI TREBNJEM;0.96--BENEČIJA;0.9--CESTA VILME BUKOVEC;1.89--METELKOVA ULICA;1.44--GORENJE MEDVEDJE SELO;0.43--DOL PRI TREBNJEM;1.55--GOMILA;1.22--BREZOVICA PRI MIRNI;0.6--MIRNA;0.91--GLAVNA CESTA;0.83--MIRNA;0.41--TRSTENIK;0.55--STRAŽA;0.51--SLOVENSKA VAS;0.45--RAKOVNIK PRI ŠENTRUPERTU;1.12--PRELESJE;0.53--BISTRICA;0.9--PUŠČAVA;0.13--BISTRICA;0.01--PUŠČAVA;0.92--BISTRICA;0.01--PUŠČAVA;0.01--BISTRICA;0.02--PUŠČAVA;0.03--GORENJE JESENICE;0.12--PUŠČAVA;0.16--GORENJE JESENICE;0.57--HRASTOVICA;0.14--DOLENJE JESENICE;0.03--HRASTOVICA;1.35--PIJAVICE;1.03--SKROVNIK;0.91--KAPLJA VAS;0.93--TRŽIŠČE;1.06--SPODNJE VODALE;2.23--KRIŽ;0.4--GABRJE;2.97--KRIŽ;0.29--JELOVEC;2.1--KRIŽ;0.28--LAZE PRI BOŠTANJU;2.75--RADNA;1.65--DOLENJI BOŠTANJ;0.54--BOŠTANJ;0.12--SEVNICA;0.14--HERMANOVA CESTA;0.27--ŠMARSKA CESTA;0.29--SEVNICA;0.05--PLANINSKA CESTA;0.07
"OBLAK KRŠKO, PROMET IN GOSTINSTVO, D.O.O.",Brege 41,Brege,8273 Leskovec pri Krškem,SPODNJEPOSAVSKA,45.91867433;15.50312092,0,99.28,53,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;2.35--A1:A2;8.24--A2;82.84--DRNOVO;0.38--PRIKLJUČEK DRNOVO;0.63--DRNOVO;0.07--VELIKA VAS PRI KRŠKEM;0.3--DRNOVO;1.81--;0.2--BREGE;0.68
UNETIČ BOJAN S.P.,Ulica 11. novembra 47,Leskovec pri Krškem,8273 Leskovec pri Krškem,SPODNJEPOSAVSKA,45.93593117;15.48247644,0,99.01,51,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;2.35--A1:A2;8.24--A2;82.84--DRNOVO;0.38--PRIKLJUČEK DRNOVO;0.63--DRNOVO;0.07--VELIKA VAS PRI KRŠKEM;1.14--LESKOVEC PRI KRŠKEM;1.3--ULICA 11. NOVEMBRA;0.28
VULKANIZERSTVO + AVTOPRALNICA IVAN PANGERČIČ S.P.,Žabjek v Podbočju 10,Žabjek v Podbočju,8312 Podbočje,SPODNJEPOSAVSKA,45.85870608;15.45289429,0,103.59,56,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;2.35--A1:A2;8.24--A2;82.84--DRNOVO;0.38--PRIKLJUČEK DRNOVO;0.63--DRNOVO;0.51--MALI PODLOG;0.09--VELIKI PODLOG;0.27--DRNOVO;0.58--VELIKI PODLOG;0.14--DRNOVO;0.04--VELIKI PODLOG;0.03--DRNOVO;0.08--VELIKI PODLOG;0.01--JELŠE;0.1--VELIKI PODLOG;0.1--JELŠE;0.08--VELIKI PODLOG;0.11--JELŠE;0.15--VELIKI PODLOG;0.42--PRISTAVA PRI LESKOVCU;1.07--KALCE-NAKLO;0.18--PRISTAVA PRI LESKOVCU;0.07--KALCE-NAKLO;0.87--MALO MRAŠEVO;0.82--BROD V PODBOČJU;0.54--SELO;0.31--ŽABJEK V PODBOČJU;0.79
"VULKANIZERSTVO BREZINA, ALEKSANDER ŠKALER S.P.",Brezina 43 A,Brežice,8250 Brežice,SPODNJEPOSAVSKA,45.93341313;15.5967071,0,112.9,60,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;2.35--A1:A2;8.24--A2;94.78--BREŽICE;0.13--ČATEŽ OB SAVI;0.76--BREŽICE;0.79--CESTA SVOBODE;2.3--CESTA BRATOV MILAVCEV;0.49--BREZINA;1.27
"VULKANIZERSTVO IN PRODAJA GUM - ŠTINGL JADRANKA, S.P.",Ulica kozjanskih borcev 18,Brežice,8250 Brežice,SPODNJEPOSAVSKA,45.91426541;15.59329138,0,110.84,57,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;2.35--A1:A2;8.24--A2;94.78--BREŽICE;0.13--ČATEŽ OB SAVI;0.76--BREŽICE;0.79--CESTA SVOBODE;1.84--MLADINSKA ULICA;0.17
VULKANIZERSTVO IN TRGOVINA - DARKO OBLAK S.P.,Brege 41,Brege,8273 Leskovec pri Krškem,SPODNJEPOSAVSKA,45.91867433;15.50312092,0,99.28,53,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;2.35--A1:A2;8.24--A2;82.84--DRNOVO;0.38--PRIKLJUČEK DRNOVO;0.63--DRNOVO;0.07--VELIKA VAS PRI KRŠKEM;0.3--DRNOVO;1.81--;0.2--BREGE;0.68
"VULKANIZERSTVO ŠPICA, BRIGITA ZORKO S.P.",Veliki Podlog 2,Veliki Podlog,8273 Leskovec pri Krškem,SPODNJEPOSAVSKA,45.89427914;15.45636747,0,98.99,51,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;2.35--A1:A2;8.24--A2;82.84--DRNOVO;0.38--PRIKLJUČEK DRNOVO;0.63--DRNOVO;0.51--MALI PODLOG;0.09--VELIKI PODLOG;0.27--DRNOVO;0.58--VELIKI PODLOG;0.14--DRNOVO;0.04--VELIKI PODLOG;0.03--DRNOVO;0.08--VELIKI PODLOG;0.01--JELŠE;0.1--VELIKI PODLOG;0.1--JELŠE;0.08--VELIKI PODLOG;0.11--JELŠE;0.15--VELIKI PODLOG;0.49
"VULKANIZERSTVO, SERVIS, TRGOVINA - LAŠIČ ALEŠ, S.P.",Trnje 14,Brežice,8250 Brežice,SPODNJEPOSAVSKA,45.68618249;14.22483727,0,55.3,33,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.31--A1;41.88--POSTOJNA;0.25--PRIKLJUČEK POSTOJNA;0.14--REŠKA CESTA;0.64--RAKITNIK;1.51--MATENJA VAS;1.03--REŠKA CESTA;2.03--SLAVINA;0.37--ŽEJE;0.35--SELCE;1.6--PETELINJE;1.18--POSTOJNSKA CESTA;0.56--JAVORNIŠKA CESTA;0.25--;1.53--TRNJE;0.49
"VULKANIZERSTVO, SERVIS, TRGOVINA IN AVTOPRALNICA - FURLAN MELITA, S.P.",Mihalovec 1,Mihalovec,8257 Dobova,SPODNJEPOSAVSKA,45.89556159;15.65390324,0,113.11,59,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;2.35--A1:A2;8.24--A2;94.78--BREŽICE;0.13--ČATEŽ OB SAVI;0.76--BREŽICE;0.76--TRNJE;2.07--MOSTEC;1.49--MIHALOVEC;0.27--ULICA BRATOV GERJOVIČEV;0.43--MIHALOVEC;0.05
"VZDRŽEVANJE VOZIL, BRANKO PUST S.P.",Nova Gora 8,Nova Gora,8270 Krško,SPODNJEPOSAVSKA,45.95072094;15.40678297,0,97.89,57,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;2.35--A1:A2;8.24--A2;75.3--SMEDNIK;0.24--GMAJNA;0.11--SMEDNIK;0.99--PODLIPA;0.38--DOLGA RAKA;0.63--CIRJE;0.51--RAKA;1.25--ARDRO PRI RAKI;1.45--DEDNI VRH;0.21--STRAŽA PRI RAKI;0.61--SENUŠE;1.22--DRENOVEC PRI LESKOVCU;0.21--RAVNI;1.92--NOVA GORA;0.48
"MEHANIČNA POPRAVILA, ALOJZ STEGENŠEK S.P.",Loka pri Zidanem Mostu 92 A,Loka pri Zidanem Mostu,1434 Loka pri Zidanem Mostu,SPODNJEPOSAVSKA,46.05540319;15.2089692,0,87.73,62,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;1.83--A2;3.8--RAZCEP KOSEZE;0.2--LJUBLJANSKA SEVERNA OBVOZNICA;9.72--RAZCEP ZADOBROVA;0.86--A1;31.98--TROJANE;0.14--V ZIDEH;0.23--PREDOR V ZIDEH;0.31--V ZIDEH;0.38--POLŠINA;0.46--HRASTNIK PRI TROJANAH;0.21--POLŠINA;0.01--HRASTNIK PRI TROJANAH;0.14--POLŠINA;0.47--HRASTNIK PRI TROJANAH;0.11--POLŠINA;0.02--HRASTNIK PRI TROJANAH;0.05--POLŠINA;0.04--HRASTNIK PRI TROJANAH;0.02--POLŠINA;0.07--HRASTNIK PRI TROJANAH;0.01--POLŠINA;0.13--OREHOVICA;1.64--PODLIPOVICA;0.69--MEDIJSKE TOPLICE;0.42--IZLAKE;0.71--OBREZIJA;0.79--SPODNJE IZLAKE;0.96--IZLAKE;0.32--LOKE PRI ZAGORJU;0.99--BOROVNIŠKO NASELJE;0.48--TRG POHORSKEGA BATALJONA;0.17--RUDARSKA CESTA;0.08--PETELINKARJEVA CESTA;0.38--PODKRAJ PRI ZAGORJU;0.11--LOKE PRI ZAGORJU;0.04--PODKRAJ PRI ZAGORJU;0.4--LOKE PRI ZAGORJU;0.48--PODVINE;0.61--KOPALIŠKA ULICA;0.67--PREČNA POT;0.06--CESTA ZMAGE;0.79--KOLODVORSKA CESTA;1.03--ŠKLENDROVEC;0.97--ZAVRŠJE;2.44--TRBOVLJE;2.34--ZASAVSKA CESTA;0.3--TRBOVLJE;0.24--DOBOVEC;1.25--PODKRAJ;1.63--GRAJSKA POT;0.35--CESTA 1. MAJA;0.29--ZA SAVO;1.22--KRNICE;0.88--ŠAVNA PEČ;1.98--SUHADOL;1.55--ŠIRJE;0.88--ZIDANI MOST;1.51--OBREŽJE PRI ZIDANEM MOSTU;0.88--OBREŽJE;2.68--SLAP;0.66--LOKA PRI ZIDANEM MOSTU;0.88
AUTUS STORITVE IN TRGOVINA D.O.O.,Stare sledi 1,Prevalje,2391 Prevalje,KOROŠKA,46.54378481;14.91439559,0,133.85,91,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;1.83--A2;3.8--RAZCEP KOSEZE;0.2--LJUBLJANSKA SEVERNA OBVOZNICA;9.72--RAZCEP ZADOBROVA;0.86--A1;59.39--ŽALEC;0.23--MALA PIREŠICA;0.98--VELIKA PIREŠICA;2.9--STUDENCE;2.65--ČRNOVA;1.89--VINSKA GORA;1.5--PIREŠICA;1.09--LIPJE;0.08--ČRNOVA;0.6--BEVČE;0.77--CELJSKA CESTA;0.8--KOŽELJSKEGA ULICA;0.33--CESTA IV;0.06--CESTA III;0.08--CESTA II;0.07--CESTA I;0.09--GORIŠKA CESTA;0.27--ŠALEK;0.15--PREDOR ŠALEK;0.12--ŠALEK;1.03--SELO;0.84--PAKA PRI VELENJU;3.83--KOZJAK;0.04--PAKA PRI VELENJU;1.26--KOZJAK;0.77--ZAVRŠE;0.51--KOZJAK;0.21--ZAVRŠE;0.24--KOZJAK;0.01--ZAVRŠE;0.13--GORNJI DOLIČ;0.42--ZAVRŠE;0.03--GORNJI DOLIČ;1.2--MOVŽE;1.71--ŠENTLENART;0.57--STRAŽE;1.13--MISLINJA;0.01--STRAŽE;1.44--MISLINJA;0.01--STRAŽE;0.16--MISLINJA;0.12--MISLINJSKA DOBRAVA;3.79--TOMAŠKA VAS;0.58--ŠMARTNO PRI SLOVENJ GRADCU;2.82--SLOVENJ GRADEC;0.76--CELJSKA CESTA;0.96--PODGORSKA CESTA;0.97--SLOVENJ GRADEC;1.38--STARI TRG;0.03--SLOVENJ GRADEC;0.1--STARI TRG;0.96--VRHE;1.08--SELE;0.31--VRHE;0.04--SELE;0.07--VRHE;0.01--SELE;0.24--VRHE;0.08--SELE;0.06--VRHE;0.01--SELE;0.21--VRHE;0.01--SELE;0.02--VRHE;0.04--SELE;0.04--VRHE;0.02--SELE;0.11--VRHE;0.05--SELE;0.01--VRHE;0.02--SELE;1.4--SELE - DEL;0.18--PODGORA;0.34--BRDINJE;0.65--PODGORA;0.5--KOTLJE;0.91--BRDINJE;0.3--PREŠKI VRH;0.28--BRDINJE;0.33--PREŠKI VRH;0.85--NA ŠANCAH;0.49--OB SUHI;0.28--TRG SVOBODE;0.22--PREŽIHOVA ULICA;0.26--KOROŠKA CESTA;0.2--JANEČE;0.87--DOBJA VAS;1.03--PRI BRANČURNIKU;0.41--NICINA;0.24--SPODNJI KRAJ;0.53--NA PRODU;0.27--TRG;0.55--STARE SLEDI;0.04--NICINA;0.04
AVTO VIHER BRANKO VIHER S.P.,Zgornji trg 1,Vuzenica,2367 Vuzenica,KOROŠKA,46.59790741;15.16616497,0,139.85,92,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;1.83--A2;3.8--RAZCEP KOSEZE;0.2--LJUBLJANSKA SEVERNA OBVOZNICA;9.72--RAZCEP ZADOBROVA;0.86--A1;59.39--ŽALEC;0.23--MALA PIREŠICA;0.98--VELIKA PIREŠICA;2.9--STUDENCE;2.65--ČRNOVA;1.89--VINSKA GORA;1.5--PIREŠICA;1.09--LIPJE;0.08--ČRNOVA;0.6--BEVČE;0.77--CELJSKA CESTA;0.8--KOŽELJSKEGA ULICA;0.33--CESTA IV;0.06--CESTA III;0.08--CESTA II;0.07--CESTA I;0.09--GORIŠKA CESTA;0.27--ŠALEK;0.15--PREDOR ŠALEK;0.12--ŠALEK;1.03--SELO;0.84--PAKA PRI VELENJU;3.83--KOZJAK;0.04--PAKA PRI VELENJU;1.26--KOZJAK;0.77--ZAVRŠE;0.51--KOZJAK;0.21--ZAVRŠE;0.24--KOZJAK;0.01--ZAVRŠE;0.13--GORNJI DOLIČ;0.42--ZAVRŠE;0.03--GORNJI DOLIČ;1.2--MOVŽE;1.71--ŠENTLENART;0.57--STRAŽE;1.13--MISLINJA;0.01--STRAŽE;1.44--MISLINJA;0.01--STRAŽE;0.16--MISLINJA;0.12--MISLINJSKA DOBRAVA;3.79--TOMAŠKA VAS;0.58--ŠMARTNO PRI SLOVENJ GRADCU;2.82--SLOVENJ GRADEC (OBVOZNICA);1.96--SLOVENJ GRADEC;0.6--GRADIŠČE;0.46--TROBLJE;0.01--GRADIŠČE;0.06--TROBLJE;0.46--PAMEČE;2.3--BUKOVSKA VAS;2.21--ŠENTJANŽ PRI DRAVOGRADU;1.37--OTIŠKI VRH;1.63--MEŽA;1.04--MARIBORSKA CESTA;1.42--SV. DUH;0.8--SV. BOŠTJAN;1.75--SV. DUH;0.91--VELKA;0.3--KOZJI VRH NAD DRAVOGRADOM;0.05--VRATA;1.75--GORTINA;2.85--MUTA;2.09--KOROŠKA CESTA;0.22--SPODNJI TRG;0.05--MLADINSKA ULICA;0.16--SPODNJI TRG;0.11--POHORSKA CESTA;0.17--ZGORNJI TRG;0.05
AVTO VORNŠEK AVTOLIČARSTVO IN AVTOKLEPARSTVO D.O.O.,Legen 95 A,Legen,2380 Slovenj Gradec,KOROŠKA,46.50411648;15.10471475,0,115.83,73,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;1.83--A2;3.8--RAZCEP KOSEZE;0.2--LJUBLJANSKA SEVERNA OBVOZNICA;9.72--RAZCEP ZADOBROVA;0.86--A1;59.39--ŽALEC;0.23--MALA PIREŠICA;0.98--VELIKA PIREŠICA;2.9--STUDENCE;2.65--ČRNOVA;1.89--VINSKA GORA;1.5--PIREŠICA;1.09--LIPJE;0.08--ČRNOVA;0.6--BEVČE;0.77--CELJSKA CESTA;0.8--KOŽELJSKEGA ULICA;0.33--CESTA IV;0.06--CESTA III;0.08--CESTA II;0.07--CESTA I;0.09--GORIŠKA CESTA;0.27--ŠALEK;0.15--PREDOR ŠALEK;0.12--ŠALEK;1.03--SELO;0.84--PAKA PRI VELENJU;3.83--KOZJAK;0.04--PAKA PRI VELENJU;1.26--KOZJAK;0.77--ZAVRŠE;0.51--KOZJAK;0.21--ZAVRŠE;0.24--KOZJAK;0.01--ZAVRŠE;0.13--GORNJI DOLIČ;0.42--ZAVRŠE;0.03--GORNJI DOLIČ;1.2--MOVŽE;1.71--ŠENTLENART;0.57--STRAŽE;1.13--MISLINJA;0.01--STRAŽE;1.44--MISLINJA;0.01--STRAŽE;0.16--MISLINJA;0.12--MISLINJSKA DOBRAVA;3.79--TOMAŠKA VAS;0.58--ŠMARTNO PRI SLOVENJ GRADCU;2.23--LEGEN;1.34
"AVTOPRALNICA TROBAS, VULKANIZERSTVO IN PRODAJA GUM ALEŠ KOLAR S.P.",Pri Brančurniku 11,Prevalje,2391 Prevalje,KOROŠKA,46.54502891;14.93208813,0,132.22,89,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;1.83--A2;3.8--RAZCEP KOSEZE;0.2--LJUBLJANSKA SEVERNA OBVOZNICA;9.72--RAZCEP ZADOBROVA;0.86--A1;59.39--ŽALEC;0.23--MALA PIREŠICA;0.98--VELIKA PIREŠICA;2.9--STUDENCE;2.65--ČRNOVA;1.89--VINSKA GORA;1.5--PIREŠICA;1.09--LIPJE;0.08--ČRNOVA;0.6--BEVČE;0.77--CELJSKA CESTA;0.8--KOŽELJSKEGA ULICA;0.33--CESTA IV;0.06--CESTA III;0.08--CESTA II;0.07--CESTA I;0.09--GORIŠKA CESTA;0.27--ŠALEK;0.15--PREDOR ŠALEK;0.12--ŠALEK;1.03--SELO;0.84--PAKA PRI VELENJU;3.83--KOZJAK;0.04--PAKA PRI VELENJU;1.26--KOZJAK;0.77--ZAVRŠE;0.51--KOZJAK;0.21--ZAVRŠE;0.24--KOZJAK;0.01--ZAVRŠE;0.13--GORNJI DOLIČ;0.42--ZAVRŠE;0.03--GORNJI DOLIČ;1.2--MOVŽE;1.71--ŠENTLENART;0.57--STRAŽE;1.13--MISLINJA;0.01--STRAŽE;1.44--MISLINJA;0.01--STRAŽE;0.16--MISLINJA;0.12--MISLINJSKA DOBRAVA;3.79--TOMAŠKA VAS;0.58--ŠMARTNO PRI SLOVENJ GRADCU;2.82--SLOVENJ GRADEC;0.76--CELJSKA CESTA;0.96--PODGORSKA CESTA;0.97--SLOVENJ GRADEC;1.38--STARI TRG;0.03--SLOVENJ GRADEC;0.1--STARI TRG;0.96--VRHE;1.08--SELE;0.31--VRHE;0.04--SELE;0.07--VRHE;0.01--SELE;0.24--VRHE;0.08--SELE;0.06--VRHE;0.01--SELE;0.21--VRHE;0.01--SELE;0.02--VRHE;0.04--SELE;0.04--VRHE;0.02--SELE;0.11--VRHE;0.05--SELE;0.01--VRHE;0.02--SELE;1.4--SELE - DEL;0.18--PODGORA;0.34--BRDINJE;0.65--PODGORA;0.5--KOTLJE;0.91--BRDINJE;0.3--PREŠKI VRH;0.28--BRDINJE;0.33--PREŠKI VRH;0.85--NA ŠANCAH;0.49--OB SUHI;0.28--TRG SVOBODE;0.22--PREŽIHOVA ULICA;0.26--KOROŠKA CESTA;0.2--JANEČE;0.87--DOBJA VAS;1.03--PRI BRANČURNIKU;0.44
"AVTOSERVIS IN TRGOVINA, GORAZD MURŠIČ S.P.",Leše 116,Leše,2391 Prevalje,KOROŠKA,46.53031227;14.90881087,0,136.65,95,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;1.83--A2;3.8--RAZCEP KOSEZE;0.2--LJUBLJANSKA SEVERNA OBVOZNICA;9.72--RAZCEP ZADOBROVA;0.86--A1;59.39--ŽALEC;0.23--MALA PIREŠICA;0.98--VELIKA PIREŠICA;2.9--STUDENCE;2.65--ČRNOVA;1.89--VINSKA GORA;1.5--PIREŠICA;1.09--LIPJE;0.08--ČRNOVA;0.6--BEVČE;0.77--CELJSKA CESTA;0.8--KOŽELJSKEGA ULICA;0.33--CESTA IV;0.06--CESTA III;0.08--CESTA II;0.07--CESTA I;0.09--GORIŠKA CESTA;0.27--ŠALEK;0.15--PREDOR ŠALEK;0.12--ŠALEK;1.03--SELO;0.84--PAKA PRI VELENJU;3.83--KOZJAK;0.04--PAKA PRI VELENJU;1.26--KOZJAK;0.77--ZAVRŠE;0.51--KOZJAK;0.21--ZAVRŠE;0.24--KOZJAK;0.01--ZAVRŠE;0.13--GORNJI DOLIČ;0.42--ZAVRŠE;0.03--GORNJI DOLIČ;1.2--MOVŽE;1.71--ŠENTLENART;0.57--STRAŽE;1.13--MISLINJA;0.01--STRAŽE;1.44--MISLINJA;0.01--STRAŽE;0.16--MISLINJA;0.12--MISLINJSKA DOBRAVA;3.79--TOMAŠKA VAS;0.58--ŠMARTNO PRI SLOVENJ GRADCU;2.82--SLOVENJ GRADEC;0.76--CELJSKA CESTA;0.96--PODGORSKA CESTA;0.97--SLOVENJ GRADEC;1.38--STARI TRG;0.03--SLOVENJ GRADEC;0.1--STARI TRG;0.96--VRHE;1.08--SELE;0.31--VRHE;0.04--SELE;0.07--VRHE;0.01--SELE;0.24--VRHE;0.08--SELE;0.06--VRHE;0.01--SELE;0.21--VRHE;0.01--SELE;0.02--VRHE;0.04--SELE;0.04--VRHE;0.02--SELE;0.11--VRHE;0.05--SELE;0.01--VRHE;0.02--SELE;1.4--SELE - DEL;0.18--PODGORA;0.34--BRDINJE;0.65--PODGORA;0.5--KOTLJE;0.91--BRDINJE;0.3--PREŠKI VRH;0.28--BRDINJE;0.33--PREŠKI VRH;0.85--NA ŠANCAH;0.49--OB SUHI;0.28--TRG SVOBODE;0.22--PREŽIHOVA ULICA;0.26--KOROŠKA CESTA;0.2--JANEČE;0.87--DOBJA VAS;1.03--PRI BRANČURNIKU;0.41--NICINA;0.24--SPODNJI KRAJ;0.53--NA PRODU;0.27--TRG;0.55--STARE SLEDI;0.04--NICINA;0.06--GLAVARSTVO;0.4--LEŠE;2.38
B.D.BONAKO D.O.O.,Gornji Dolič 78,Gornji Dolič,2382 Mislinja,KOROŠKA,46.42493201;15.18395173,0,102.34,62,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;1.83--A2;3.8--RAZCEP KOSEZE;0.2--LJUBLJANSKA SEVERNA OBVOZNICA;9.72--RAZCEP ZADOBROVA;0.86--A1;59.39--ŽALEC;0.23--MALA PIREŠICA;0.98--VELIKA PIREŠICA;2.9--STUDENCE;2.65--ČRNOVA;1.89--VINSKA GORA;1.5--PIREŠICA;1.09--LIPJE;0.08--ČRNOVA;0.6--BEVČE;0.77--CELJSKA CESTA;0.8--KOŽELJSKEGA ULICA;0.33--CESTA IV;0.06--CESTA III;0.08--CESTA II;0.07--CESTA I;0.09--GORIŠKA CESTA;0.27--ŠALEK;0.15--PREDOR ŠALEK;0.12--ŠALEK;1.03--SELO;0.84--PAKA PRI VELENJU;3.83--KOZJAK;0.04--PAKA PRI VELENJU;1.26--KOZJAK;0.77--ZAVRŠE;0.51--KOZJAK;0.21--ZAVRŠE;0.24--KOZJAK;0.01--ZAVRŠE;0.13--GORNJI DOLIČ;0.42--ZAVRŠE;0.03--GORNJI DOLIČ;0.8
DREN PETER S.P.,Podgorje 106 A,Podgorje,2381 Podgorje pri Slovenj Gradcu,KOROŠKA,46.46155579;15.06321678,0,116.81,77,TRŽAŠKA CESTA;1.18--PRIKLJUČEK BREZOVICA;0.6--A1;1.83--A2;3.8--RAZCEP KOSEZE;0.2--LJUBLJANSKA SEVERNA OBVOZNICA;9.72--RAZCEP ZADOBROVA;0.86--A1;59.39--ŽALEC;0.23--MALA PIREŠICA;0.98--VELIKA PIREŠICA;2.9--STUDENCE;2.65--ČRNOVA;1.89--VINSKA GORA;1.5--PIREŠICA;1.09--LIPJE;0.08--ČRNOVA;0.6--BEVČE;0.77--CELJSKA CESTA;0.8--KOŽELJSKEGA ULICA;0.33--CESTA IV;0.06--CESTA III;0.08--CESTA II;0.07--CESTA I;0.09--GORIŠKA CESTA;0.27--ŠALEK;0.15--PREDOR ŠALEK;0.12--ŠALEK;1.03--SELO;0.84--PAKA PRI VELENJU;3.83--KOZJAK;0.04--PAKA PRI VELENJU;1.26--KOZJAK;0.77--ZAVRŠE;0.51--KOZJAK;0.21--ZAVRŠE;0.24--KOZJAK;0.01--ZAVRŠE;0.13--GORNJI DOLIČ;0.42--ZAVRŠE;0.03--GORNJI DOLIČ;1.2--MOVŽE;1.71--ŠENTLENART;0.57--STRAŽE;1.13--MISLINJA;0.01--STRAŽE;1.44--MISLINJA;0.01--STRAŽE;0.16--MISLINJA;0.12--MISLINJSKA DOBRAVA;3.31--ŠMIKLAVŽ;0.04--PODGORJE;5.58
